tx_id,client_id,tx_date,amount,tx_type,balance,merchant_category
3667,266,2024-11-18,92576.17740798334,expense,-77447.65126730918,food
3662,266,2024-12-02,219836.8379518618,income,281498.88664507936,retail
3669,266,2024-12-15,201034.21534332627,income,402544.0470292318,retail
3657,266,2024-12-27,138269.761357905,income,461146.7098437939,transport
3679,267,2024-01-02,184949.66802937858,income,542859.5395997453,retail
3680,267,2024-03-19,153269.8449791989,income,696129.3845789442,transport
3676,267,2024-04-25,207603.85451047937,income,55655.074238642876,services
3673,267,2024-05-05,58691.4075737364,income,172275.31222037604,retail
3674,267,2024-06-24,202295.23736512288,expense,-30019.92514474684,transport
3677,267,2024-09-16,246086.87163831867,income,301741.9458769616,food
3675,267,2024-10-28,121928.85512708967,expense,-151948.7802718365,services
3672,267,2024-11-05,113583.90464663964,income,113583.90464663964,food
3678,267,2024-11-09,56167.92569340511,income,357909.87157036667,retail
3681,268,2024-01-27,129060.42352346134,income,129060.42352346134,services
3690,268,2024-03-16,144054.2291039559,expense,221465.14444133284,transport
3689,268,2024-05-14,157758.00405837194,expense,365519.37354528875,food
3692,268,2024-05-19,199014.455454981,income,246271.84660204567,services
3697,268,2024-05-27,54359.44072579923,income,155075.45378289168,food
3700,268,2024-06-07,108211.78683546893,income,317298.4710328855,retail
3691,268,2024-06-20,174207.7532942682,expense,47257.391147064656,transport
3684,268,2024-06-23,232879.33055040345,income,348030.3137469356,transport
3686,268,2024-08-08,156710.99279207707,expense,252232.99892795936,utilities
3687,268,2024-08-17,196622.2297113647,income,448855.2286393241,retail
3682,268,2024-08-31,98030.46497792398,income,227090.88850138534,food
3699,268,2024-09-15,96555.33008527523,expense,209086.6841974166,services
3695,268,2024-09-28,216092.5322240601,expense,313884.6923876091,services
3694,268,2024-09-30,195675.8916336414,income,529977.2246116692,transport
3688,268,2024-10-28,74422.14896433664,income,523277.3776036607,services
3701,268,2024-11-19,189774.4679841712,expense,127524.00304871428,transport
3698,268,2024-11-21,150566.56049980014,income,305642.0142826918,services
3685,268,2024-11-22,60913.67797310087,income,408943.9917200364,utilities
3696,268,2024-12-08,213168.67933051664,expense,100716.01305709247,food
3683,268,2024-12-10,111939.90530485321,expense,115150.98319653214,transport
3693,268,2024-12-24,88029.48637598207,income,334301.33297802776,utilities
3726,269,2024-01-09,183094.03345234826,expense,-1051889.0648251309,services
3708,269,2024-01-11,10000.0,income,-510782.459381595,retail
3715,269,2024-01-29,30305.84064074114,income,-714386.4058577218,utilities
3709,269,2024-03-05,16646.134196986197,income,-494136.3251846088,utilities
3702,269,2024-04-04,147397.11477812214,expense,-147397.11477812214,retail
3720,269,2024-04-19,262096.13419865008,expense,-624641.1045703548,food
3706,269,2024-05-03,204548.67006431997,expense,-424300.7861019902,retail
3710,269,2024-05-08,176480.59776403627,expense,-670616.9229486451,utilities
3704,269,2024-05-11,87341.78407780503,expense,-96523.75242844119,transport
3717,269,2024-05-20,120515.11319567004,income,-520237.077032804,services
3727,269,2024-05-29,28552.291173332444,expense,-1080441.3559984632,food
3725,269,2024-06-06,120802.8146673618,income,-868795.0313727825,transport
3723,269,2024-06-10,244282.28393675387,expense,-1089272.1626445772,utilities
3707,269,2024-06-16,96481.6732796048,expense,-520782.459381595,services
3718,269,2024-06-26,112478.77997069807,income,-407758.29706210596,transport
3703,269,2024-07-17,138215.14642748598,income,-9181.968350636162,services
3724,269,2024-07-25,99674.31660443294,income,-989597.8460401443,services
3716,269,2024-08-02,73634.21562924772,income,-640752.1902284741,food
3711,269,2024-08-16,167631.63137860087,income,-502985.29157004424,services
3719,269,2024-08-22,45213.3266904012,income,-362544.9703717048,retail
3712,269,2024-08-26,253059.6635536435,expense,-756044.9551236877,services
3722,269,2024-10-02,95937.61239726689,expense,-844989.8787078235,utilities
3714,269,2024-10-18,32437.938460559817,expense,-744692.246498463,transport
3721,269,2024-10-19,124411.16174020174,expense,-749052.2663105566,retail
3705,269,2024-10-24,123228.36360922904,expense,-219752.11603767023,utilities
3713,269,2024-12-13,43790.64708578454,income,-712254.3080379032,services
3729,270,2024-01-18,215673.85937020724,income,81298.48156835962,transport
3741,270,2024-01-29,92201.52055140548,income,-210295.2247450879,retail
3736,270,2024-03-02,12250.399296783347,expense,-326706.8899779258,food
3730,270,2024-03-06,244284.62899173173,expense,-162986.1474233721,food
3739,270,2024-04-10,29480.441908161767,expense,-257229.46885012646,utilities
3740,270,2024-07-10,45267.276446366945,expense,-302496.7452964934,transport
3733,270,2024-07-21,37295.43631832028,expense,-458263.09289901814,transport
3732,270,2024-08-05,96879.03183819904,expense,-420967.65658069786,retail
3734,270,2024-08-18,10000.0,expense,-468263.09289901814,utilities
3731,270,2024-08-21,161102.47731912677,expense,-324088.62474249885,utilities
3735,270,2024-09-05,153806.60221787568,income,-314456.49068114243,transport
3742,270,2024-10-01,220211.02478717116,expense,-430506.24953225907,utilities
3728,270,2024-10-23,134375.37780184762,expense,-134375.37780184762,services
3737,270,2024-12-01,149215.77709650036,expense,-475922.6670744262,retail
3738,270,2024-12-02,248173.6401324615,income,-227749.0269419647,retail
3743,271,2024-01-17,187349.30732464424,income,187349.30732464424,utilities
3746,271,2024-09-29,120303.09319082354,income,-69983.16588382865,utilities
3745,271,2024-10-16,205696.78193205167,expense,-190286.2590746522,food
3744,271,2024-12-25,171938.78446724475,expense,15410.522857399483,transport
3757,272,2024-01-17,126239.28759022853,expense,192273.56808932632,services
3758,272,2024-02-12,10000.0,income,202273.56808932632,transport
3754,272,2024-03-18,116060.15761631502,expense,196144.75585616368,food
3749,272,2024-04-17,185310.36417628132,income,-82686.75521516975,retail
3751,272,2024-04-25,190315.0316292065,income,146280.10084034438,food
3748,272,2024-05-03,132093.01375708793,expense,-267997.11939145107,transport
3750,272,2024-05-04,38651.824426307634,income,-44034.93078886211,food
3747,272,2024-05-31,135904.10563436314,expense,-135904.10563436314,services
3752,272,2024-06-07,53194.52629813008,income,199474.62713847446,services
3753,272,2024-07-30,112730.28633400422,income,312204.9134724787,services
3759,272,2024-08-31,90091.22746238185,expense,112182.34062694447,utilities
3755,272,2024-10-05,79591.1688262879,income,275735.9246824516,retail
3760,272,2024-12-01,224787.56139694533,income,336969.9020238898,services
3756,272,2024-12-17,42776.93099710326,income,318512.85567955486,transport
3766,273,2024-02-13,36119.18402726835,income,703022.2818620692,retail
3762,273,2024-03-07,197226.29921682732,income,318106.4345854324,food
3767,273,2024-04-05,321546.77664765366,expense,381475.5052144155,transport
3763,273,2024-04-08,121461.86105789711,income,439568.2956433295,utilities
3772,273,2024-04-13,57800.866734630516,expense,954287.2240070704,transport
3769,273,2024-06-17,73772.61022459727,income,796150.5996507508,services
3768,273,2024-08-15,340902.484211738,income,722377.9894261535,transport
3765,273,2024-09-13,160230.20447051158,income,666903.0978348008,food
3764,273,2024-11-09,67104.59772095983,income,506672.8933642893,utilities
3770,273,2024-11-20,172755.6070365114,income,968906.2066872622,retail
3761,273,2024-12-20,120880.13536860509,income,120880.13536860509,utilities
3771,273,2024-12-24,43181.88405443879,income,1012088.090741701,services
3778,274,2024-01-12,24660.27862454507,income,214366.43991014425,retail
3779,274,2024-02-01,50662.83680487029,expense,163703.60310527397,utilities
3777,274,2024-02-23,203883.84330194647,expense,189706.16128559917,services
3776,274,2024-06-11,158004.82740191158,income,393590.00458754564,utilities
3775,274,2024-07-15,10000.0,expense,235585.17718563406,services
3781,274,2024-09-08,102871.2268085435,income,227349.0712447283,services
3774,274,2024-09-18,94637.48084446171,income,245585.17718563406,food
3780,274,2024-09-22,39225.75866908921,expense,124477.84443618477,retail
3782,274,2024-12-03,110740.23952191795,income,338089.31076664623,utilities
3773,274,2024-12-24,150947.69634117236,income,150947.69634117236,transport
3793,275,2024-01-16,228911.27030543846,income,804155.1159203786,utilities
3787,275,2024-02-14,254644.01221222873,expense,36523.72382938792,utilities
3792,275,2024-03-08,122114.07887775284,income,575243.8456149402,utilities
3794,275,2024-03-24,111619.86204014634,income,915774.977960525,transport
3786,275,2024-04-17,262081.8593791565,expense,291167.73604161665,utilities
3785,275,2024-06-12,124972.78661969182,income,553249.5954207731,retail
3789,275,2024-06-27,31803.779278940012,expense,128963.95163950975,food
3784,275,2024-07-18,219020.74915899505,income,428276.80880108126,food
3790,275,2024-08-17,236422.38429533032,income,365386.3359348401,transport
3783,275,2024-09-18,209256.0596420862,income,209256.0596420862,services
3791,275,2024-10-07,87743.43080234717,income,453129.7667371873,utilities
3788,275,2024-12-04,124244.00708906184,income,160767.73091844976,food
3807,276,2024-01-23,124827.54742152811,income,-2892.7259158182715,services
3801,276,2024-03-01,48021.46258585536,income,-101889.64929588829,services
3800,276,2024-05-05,56154.450415512896,income,-149911.11188174365,services
3806,276,2024-05-22,10000.0,income,-127720.27333734639,services
3804,276,2024-05-28,43073.215423613074,income,-66437.68258822802,retail
3803,276,2024-06-14,91783.01837233327,income,-109510.8980118411,food
3802,276,2024-06-25,99404.26708828607,expense,-201293.91638417437,transport
3796,276,2024-06-26,87438.72438685634,expense,-220795.84733177852,services
3795,276,2024-06-28,133357.1229449222,expense,-133357.1229449222,food
3805,276,2024-06-30,71282.59074911835,expense,-137720.27333734639,transport
3798,276,2024-07-22,10000.0,expense,-323894.25573589385,food
3799,276,2024-08-19,117828.69343863732,income,-206065.56229725655,services
3797,276,2024-09-26,93098.4084041153,expense,-313894.25573589385,transport
3810,277,2024-04-24,187890.5344106464,expense,206880.8386284708,utilities
3814,277,2024-04-28,50272.125229531026,income,822594.7247960023,retail
3808,277,2024-05-12,139953.05510302196,income,139953.05510302196,utilities
3812,277,2024-06-12,42607.95163166213,income,425210.90240330814,services
3815,277,2024-08-25,91358.60205796741,income,913953.3268539697,retail
3809,277,2024-09-12,254818.31793609523,income,394771.3730391172,utilities
3811,277,2024-09-12,175722.1121431752,income,382602.950771646,transport
3813,277,2024-11-01,347111.6971631632,income,772322.5995664713,utilities
3816,277,2024-11-14,191129.9520779138,expense,722823.3747760559,services
3832,278,2024-02-20,64298.65675216066,income,1173343.136134884,transport
3839,278,2024-03-09,160816.93810082626,expense,1858637.88132967,retail
3826,278,2024-04-16,147073.67496259377,expense,439757.1777403593,retail
3820,278,2024-04-28,149889.29181544553,expense,106062.79650880033,food
3822,278,2024-05-08,121769.56075265711,expense,148537.54922623513,services
3829,278,2024-05-30,144850.09823480278,income,950656.2969150911,services
3830,278,2024-06-13,10000.0,expense,940656.2969150911,food
3821,278,2024-07-01,164244.31347009196,income,270307.10997889226,food
3837,278,2024-07-04,190129.44891666042,income,2148039.595166976,retail
3828,278,2024-07-20,210431.03331912725,income,805806.1986802884,transport
3835,278,2024-07-21,180627.81735371033,income,1751957.9026008903,services
3825,278,2024-07-26,77517.56521109621,income,586830.852702953,transport
3818,278,2024-08-17,195621.80016859266,income,48815.61696964028,retail
3827,278,2024-09-03,155617.98762080184,income,595375.1653611611,transport
3823,278,2024-09-06,198132.48009238578,income,346670.0293186209,services
3817,278,2024-09-09,146806.18319895238,expense,-146806.18319895238,services
3838,278,2024-10-03,128584.77573647982,expense,2019454.8194304963,transport
3836,278,2024-10-05,205952.24364942536,income,1957910.1462503157,retail
3824,278,2024-10-24,162643.25817323592,income,509313.28749185684,food
3834,278,2024-11-09,203084.6940850831,income,1571330.08524718,retail
3819,278,2024-11-13,207136.47135460557,income,255952.08832424585,food
3833,278,2024-12-06,194902.25502721302,income,1368245.391162097,services
3831,278,2024-12-28,168388.1824676322,income,1109044.4793827233,utilities
3841,279,2024-02-07,166814.56006237742,expense,-224831.49902903018,food
3847,279,2024-03-04,215351.06275551312,income,60016.87778306636,retail
3840,279,2024-04-15,58016.93896665276,expense,-58016.93896665276,services
3844,279,2024-08-13,151485.0172512038,expense,-71398.32314872846,utilities
3848,279,2024-08-25,210847.36844076583,expense,-150830.49065769947,retail
3843,279,2024-11-10,314918.1931315055,income,80086.69410247533,retail
3842,279,2024-11-16,10000.0,expense,-234831.49902903018,retail
3849,279,2024-12-01,92125.60257289566,expense,-242956.0932305951,utilities
3845,279,2024-12-11,197391.22391073126,expense,-268789.5470594597,food
3846,279,2024-12-30,113455.36208701298,income,-155334.18497244676,transport
3862,280,2024-01-20,239609.04882801266,income,584757.3581694448,services
3855,280,2024-01-23,164669.88232661813,expense,-79266.4377513724,services
3860,280,2024-03-10,188855.89747172405,expense,98426.92488552563,transport
3851,280,2024-03-17,87600.91726976557,expense,221756.86127122847,retail
3850,280,2024-03-24,309357.77854099404,income,309357.77854099404,utilities
3859,280,2024-04-22,58209.33354695367,income,287282.8223572497,services
3857,280,2024-05-13,95389.87910992085,income,133401.4891241035,food
3858,280,2024-07-07,95671.99968619252,income,229073.48881029602,services
3867,280,2024-07-19,155802.33929937315,income,1235273.2024142456,utilities
3854,280,2024-07-21,122833.81654292869,expense,85403.44457524572,utilities
3853,280,2024-08-24,117448.59361803171,expense,208237.2611181744,food
3863,280,2024-09-12,116179.73975272205,income,700937.0979221669,utilities
3852,280,2024-10-02,103928.99346497767,income,325685.8547362061,food
3865,280,2024-10-23,170159.98288316678,income,901153.9398756727,services
3861,280,2024-11-23,246721.3844559066,income,345148.30934143224,food
3866,280,2024-12-07,178316.92323919976,income,1079470.8631148725,utilities
3864,280,2024-12-18,30056.859070338993,income,730993.9569925059,transport
3856,280,2024-12-27,117278.04776555505,income,38011.61001418265,transport
3872,281,2024-01-27,10000.0,income,44307.36155067904,retail
3871,281,2024-02-06,116205.07678539102,income,34307.36155067904,food
3868,281,2024-02-11,122399.70449778801,expense,-122399.70449778801,food
3875,281,2024-02-13,73829.00011050791,expense,29291.11880475939,retail
3874,281,2024-04-28,68812.75736458827,income,103120.1189152673,services
3870,281,2024-08-06,92958.16759844373,income,-81897.71523471198,retail
3873,281,2024-10-20,10000.0,expense,34307.36155067904,retail
3869,281,2024-11-23,52456.1783353677,expense,-174855.88283315572,services
3882,282,2024-04-11,79364.86472573839,expense,131630.4610860511,transport
3877,282,2024-07-02,126911.57866252521,income,165454.38841681957,services
3883,282,2024-07-15,181938.7335356956,income,313569.19462174666,transport
3884,282,2024-08-03,159074.46252477524,expense,154494.73209697142,retail
3879,282,2024-08-07,134004.32337689705,income,339742.01215787116,food
3881,282,2024-08-14,50977.5913543154,income,210995.3258117895,services
3880,282,2024-11-10,179724.27770039707,expense,160017.7344574741,food
3876,282,2024-11-15,38542.80975429436,income,38542.80975429436,retail
3878,282,2024-12-07,40283.30036415454,income,205737.6887809741,utilities
3895,283,2024-03-31,125524.54113577785,income,977124.2631625729,services
3900,283,2024-04-12,205340.3330707104,expense,527705.7176775608,services
3885,283,2024-05-11,57365.715468323295,income,57365.715468323295,retail
3891,283,2024-05-18,219064.30914427637,income,1080778.0604686025,transport
3893,283,2024-05-28,84851.03656101311,expense,925359.0517532377,utilities
3901,283,2024-06-10,94414.80688590344,income,622120.5245634642,food
3896,283,2024-06-24,134899.7549724526,expense,842224.5081901203,transport
3897,283,2024-06-25,86208.67321940036,income,928433.1814095207,services
3898,283,2024-06-30,119137.91142838336,expense,809295.2699811374,food
3894,283,2024-08-14,73759.3297264427,expense,851599.722026795,services
3890,283,2024-10-10,254825.9482752363,income,861713.751324326,services
3886,283,2024-10-27,220263.22123480873,income,277628.936703132,food
3888,283,2024-11-12,167425.02717449437,income,630277.4877429924,utilities
3899,283,2024-11-16,76249.21923286613,expense,733046.0507482712,retail
3887,283,2024-11-24,185223.52386536595,income,462852.46056849795,services
3892,283,2024-11-28,70567.97215435171,expense,1010210.0883142508,services
3889,283,2024-12-23,23389.684693902585,expense,606887.8030490897,transport
3917,284,2024-02-26,169905.1343954089,income,799484.082846842,utilities
3905,284,2024-03-03,89910.03473208207,expense,42001.44190021607,retail
3904,284,2024-03-15,113746.54398762945,income,131911.47663229814,utilities
3902,284,2024-03-20,101757.5549177283,income,101757.5549177283,transport
3907,284,2024-03-20,138505.50142689014,income,381591.2543449184,food
3919,284,2024-04-18,198860.07896601627,income,1116613.5484993048,services
3906,284,2024-04-30,201084.3110178122,income,243085.75291802827,retail
3908,284,2024-05-13,275652.37065337284,income,657243.6249982913,retail
3914,284,2024-05-20,102342.03071804374,expense,503633.1763501381,utilities
3920,284,2024-05-31,151938.38679528394,expense,964675.1617040208,food
3911,284,2024-06-21,80170.4876447827,income,966118.7233281783,transport
3913,284,2024-07-12,232603.9497675297,expense,605975.2070681818,food
3903,284,2024-07-15,83592.62227305959,expense,18164.932644668705,utilities
3909,284,2024-07-28,145217.33842321963,income,802460.9634215109,retail
3915,284,2024-09-17,273441.65322416346,income,777074.8295743016,utilities
3916,284,2024-09-18,147495.8811228685,expense,629578.9484514331,services
3912,284,2024-11-20,127539.56649246677,expense,838579.1568357116,services
3910,284,2024-12-03,83487.27226188473,income,885948.2356833956,food
3918,284,2024-12-25,118269.38668644664,income,917753.4695332886,food
3927,285,2024-03-14,104522.31171477404,expense,301463.17587811564,utilities
3932,285,2024-04-20,130585.97777319979,income,214377.9647342444,utilities
3924,285,2024-04-24,89974.39265782465,expense,202002.29217955857,services
3930,285,2024-05-19,143236.67204114175,expense,-96829.85234060016,transport
3926,285,2024-07-28,59934.05550580741,income,405985.4875928897,services
3931,285,2024-10-11,180621.83930164477,income,83791.9869610446,services
3933,285,2024-10-11,22880.983538892426,income,237258.9482731368,transport
3925,285,2024-10-15,144049.1399075237,income,346051.4320870823,food
3923,285,2024-11-08,236126.3957531234,income,291976.6848373832,retail
3922,285,2024-11-13,87396.07934926546,expense,55850.28908425983,services
3921,285,2024-11-25,143246.3684335253,income,143246.3684335253,utilities
3929,285,2024-12-16,162922.49268945065,expense,46406.819700541586,services
3928,285,2024-12-18,92133.8634881234,expense,209329.31238999224,food
3942,286,2024-03-03,124132.31737178123,expense,-364464.25288441376,food
3940,286,2024-03-14,148600.14054659355,expense,-110175.00288685666,food
3941,286,2024-05-09,130156.93262577587,expense,-240331.93551263254,services
3943,286,2024-05-24,91532.24137499611,income,-272932.0115094177,transport
3938,286,2024-06-28,24568.163582100722,expense,165014.02461167192,retail
3935,286,2024-07-28,14208.793677591399,expense,48107.33259430251,services
3937,286,2024-07-28,16727.934423732295,income,189582.18819377263,retail
3939,286,2024-08-31,126588.88695193503,expense,38425.137659736894,transport
3936,286,2024-09-20,124746.92117573782,income,172854.25377004035,retail
3934,286,2024-10-14,62316.12627189391,income,62316.12627189391,utilities
3961,287,2024-01-11,56378.03995932311,expense,-526936.8489813264,retail
3944,287,2024-02-13,140324.0669011166,income,140324.0669011166,food
3951,287,2024-02-14,83763.62099780247,expense,-218464.36464157797,retail
3952,287,2024-02-18,10000.0,expense,-228464.36464157797,food
3959,287,2024-03-10,204325.60984155256,expense,-480558.8090220034,services
3947,287,2024-04-18,57556.38842472574,expense,78706.9955843986,services
3960,287,2024-05-27,10000.0,income,-470558.8090220034,retail
3948,287,2024-05-30,72607.44350718953,expense,6099.552077209068,food
3957,287,2024-06-02,53648.67301229057,income,-252450.77323131723,transport
3958,287,2024-06-04,23782.425949133598,expense,-276233.1991804508,food
3956,287,2024-06-17,54490.00255112835,expense,-306099.4462436078,services
3949,287,2024-07-09,130800.29572098456,expense,-124700.7436437755,retail
3945,287,2024-08-04,166392.43798989072,expense,-26068.371088774118,services
3954,287,2024-09-09,10000.0,expense,-347683.6713720305,retail
3946,287,2024-10-15,162331.75509789845,income,136263.38400912433,transport
3955,287,2024-11-23,96074.22767955106,income,-251609.44369247946,services
3953,287,2024-12-03,109219.30673045255,expense,-337683.6713720305,retail
3950,287,2024-12-22,10000.0,expense,-134700.7436437755,food
3963,288,2024-02-10,101855.1093995933,income,-96230.08446302179,food
3973,288,2024-02-15,58879.993218675205,income,165069.9611072252,transport
3962,288,2024-03-20,198085.1938626151,expense,-198085.1938626151,food
3971,288,2024-04-01,45898.665966209126,expense,-5201.834652307181,utilities
3977,288,2024-04-15,168518.96576337377,expense,-217706.1633039025,services
3965,288,2024-05-23,74782.52503252485,expense,-325797.4018961536,transport
3967,288,2024-05-30,162272.2491388119,income,-147875.49980897183,transport
3976,288,2024-07-22,81658.64451735785,expense,-49187.19754052871,food
3972,288,2024-07-23,111391.80254085716,income,106189.96788854997,food
3974,288,2024-08-12,152846.22268417085,expense,12223.73842305434,retail
3975,288,2024-10-21,20247.708553774806,income,32471.446976829146,retail
3969,288,2024-11-08,25266.955484735794,income,-60936.60640376985,utilities
3968,288,2024-11-16,61671.93792046619,income,-86203.56188850565,food
3966,288,2024-11-30,15649.652948369869,income,-310147.7489477837,utilities
3964,288,2024-12-05,154784.79240060697,expense,-251014.87686362874,services
3970,288,2024-12-24,101633.4377176718,income,40696.831313901945,transport
3978,289,2024-03-31,97604.64632682082,income,97604.64632682082,food
3982,289,2024-08-05,102927.42095715328,income,105252.93189753237,transport
3980,289,2024-08-16,129698.10134650512,expense,-170667.56050411458,services
3981,289,2024-08-21,172993.07144449366,income,2325.510940379085,retail
3983,289,2024-08-29,142461.3877631925,income,247714.31966072487,services
3984,289,2024-10-01,119071.54241714906,income,366785.8620778739,food
3979,289,2024-11-17,138574.10548443027,expense,-40969.45915760945,transport
3988,290,2024-01-27,88447.33483597432,income,492305.05774132203,transport
3990,290,2024-01-29,92684.21103853708,income,729114.5485522377,services
3986,290,2024-04-05,170590.2518665321,income,340669.65447296784,services
3993,290,2024-05-05,162704.12022394157,income,756736.9193829305,food
3995,290,2024-06-09,139169.5751725198,income,826044.670351697,utilities
3996,290,2024-07-06,130370.36541722633,income,956415.0357689233,food
3987,290,2024-07-12,63188.068432379856,income,403857.7229053477,food
3989,290,2024-07-13,144125.27977237853,income,636430.3375137006,utilities
3994,290,2024-08-19,69861.82420375326,expense,686875.0951791772,services
3985,290,2024-09-23,170079.4026064357,income,170079.4026064357,utilities
3992,290,2024-10-08,10000.0,income,594032.7991589889,utilities
3991,290,2024-11-15,145081.74939324884,expense,584032.7991589889,transport
4007,291,2024-02-02,28002.924480692876,income,339309.3054131196,transport
4006,291,2024-03-10,133614.82276217197,expense,311306.3809324267,food
4005,291,2024-03-15,99094.9989576657,income,444921.2036945987,retail
4004,291,2024-03-25,136222.67948464435,expense,345826.204736933,food
4008,291,2024-06-25,109946.37442345955,expense,229362.93098966006,food
4001,291,2024-07-05,105344.89073274875,income,376860.0334714141,retail
3998,291,2024-08-22,126642.23469792139,income,36190.45500159309,transport
4000,291,2024-09-24,108064.7037806809,income,271515.1427386654,transport
4009,291,2024-09-26,146876.44689960257,expense,82486.48409005749,food
4002,291,2024-09-27,81147.26500698378,expense,295712.76846443035,services
3997,291,2024-11-15,90451.7796963283,expense,-90451.7796963283,transport
3999,291,2024-12-08,127259.98395639141,income,163450.4389579845,retail
4003,291,2024-12-27,186336.115757147,income,482048.8842215773,food
4018,292,2024-01-05,300434.25581154693,expense,33167.79000663321,services
4013,292,2024-01-16,52709.40288571689,income,-144967.6129084169,transport
4017,292,2024-02-21,83295.91239977982,income,333602.04581818014,services
4015,292,2024-03-11,195667.41223572617,income,240306.13341840034,transport
4010,292,2024-03-15,76744.41826251196,income,76744.41826251196,food
4021,292,2024-04-23,23586.165993190414,expense,252523.2789049411,retail
4012,292,2024-06-17,192406.1521635041,expense,-197677.01579413377,utilities
4011,292,2024-06-25,82015.28189314161,expense,-5270.863630629654,food
4014,292,2024-07-27,189606.33409109106,income,44638.72118267417,retail
4020,292,2024-08-17,108260.75300031924,income,276109.44489813154,services
4019,292,2024-10-13,134680.90189117912,income,167848.69189781233,food
4016,292,2024-11-08,10000.0,income,250306.13341840034,retail
4022,292,2024-11-25,46179.830700011946,expense,206343.44820492915,utilities
4030,293,2024-01-22,10000.0,income,-211420.78326993473,retail
4028,293,2024-02-05,37564.9048240671,income,-152071.40262902807,transport
4024,293,2024-03-10,140832.5909242424,expense,-89864.70458529697,transport
4031,293,2024-04-08,24466.369237455307,income,-186954.41403247943,retail
4027,293,2024-05-12,48573.44252981038,income,-189636.30745309519,retail
4029,293,2024-06-08,69349.38064090666,expense,-221420.78326993473,services
4026,293,2024-08-10,138345.0453976086,expense,-238209.74998290557,retail
4032,293,2024-10-08,55169.70655231474,expense,-242124.12058479417,retail
4025,293,2024-11-20,10000.0,expense,-99864.70458529697,services
4033,293,2024-12-16,104800.80940801428,income,-137323.3111767799,transport
4023,293,2024-12-18,50967.88633894541,income,50967.88633894541,retail
4039,294,2024-04-27,39568.59934201931,expense,-56113.58201344547,transport
4038,294,2024-05-09,90303.9199253627,expense,-16544.982671426158,food
4040,294,2024-10-19,53849.21204516057,income,-2264.3699682848965,food
4034,294,2024-10-24,90194.28184410215,income,90194.28184410215,transport
4035,294,2024-10-27,94292.10712137283,expense,-4097.825277270676,utilities
4037,294,2024-11-18,121817.22424728479,income,73758.93725393654,retail
4036,294,2024-11-27,43960.46171607757,expense,-48058.28699334824,services
4041,295,2024-02-15,70602.10410680195,expense,-70602.10410680195,food
4045,295,2024-03-02,97116.03595697923,expense,-485356.4108830519,utilities
4043,295,2024-03-09,84822.77293109789,expense,-186463.3249815351,services
4046,295,2024-03-26,112746.47592935975,income,-372609.9349536922,transport
4042,295,2024-05-01,31038.447943635256,expense,-101640.55205043721,services
4044,295,2024-09-03,201777.04994453763,expense,-388240.3749260727,retail
4068,296,2024-01-10,70215.59202385246,income,487243.1311995873,food
4064,296,2024-01-12,86594.28444073146,expense,258338.76974102546,transport
4062,296,2024-01-14,124446.19599941678,income,593063.6481160827,services
4063,296,2024-01-23,248130.59393432576,expense,344933.0541817569,food
4066,296,2024-01-26,199246.31344878292,income,332181.8973278884,retail
4069,296,2024-02-20,167136.74641849814,income,654379.8776180855,food
4053,296,2024-02-27,134635.68144475063,expense,216515.8548764994,utilities
4067,296,2024-04-04,84845.64184784646,income,417027.53917573486,retail
4049,296,2024-04-21,199362.62281790582,income,376451.9870337058,services
4061,296,2024-05-26,286497.36090943083,income,468617.45211666584,utilities
4060,296,2024-07-03,29413.879176586895,income,182120.091207235,retail
4055,296,2024-07-06,219811.12238163254,expense,86528.82559858533,transport
4052,296,2024-07-09,102387.23399252605,income,351151.53632125,retail
4054,296,2024-08-06,89824.09310371851,income,306339.94798021787,food
4057,296,2024-09-19,154582.29628908137,income,170112.67001731665,food
4065,296,2024-10-19,125403.18586191999,expense,132935.58387910546,food
4058,296,2024-10-26,147484.2278627091,expense,22628.44215460756,services
4051,296,2024-11-01,294743.3754559733,expense,248764.30232872395,transport
4048,296,2024-11-02,17994.185186150047,income,177089.36421580001,retail
4059,296,2024-11-02,130077.76987604055,income,152706.2120306481,food
4056,296,2024-11-20,70998.45187035007,expense,15530.373728235267,transport
4047,296,2024-12-01,159095.17902964997,income,159095.17902964997,services
4050,296,2024-12-13,167055.69075099143,income,543507.6777846973,services
4080,297,2024-01-03,141293.15450469137,expense,-6269.799167441466,services
4071,297,2024-01-07,137005.76958783352,income,277738.48440285947,retail
4074,297,2024-03-12,117720.8253814961,income,416557.08172963175,services
4081,297,2024-06-01,10000.0,income,3730.200832558534,utilities
4076,297,2024-06-13,91981.03907557129,expense,144379.16709955613,services
4077,297,2024-07-10,220713.00864103154,income,365092.17574058764,transport
4078,297,2024-08-30,79555.79593776396,expense,285536.37980282365,food
4082,297,2024-08-30,211345.24721485254,income,215075.44804741108,food
4075,297,2024-10-05,180196.87555450434,expense,236360.20617512742,utilities
4072,297,2024-12-01,103261.52261793407,income,381000.0070207935,utilities
4070,297,2024-12-10,140732.71481502597,income,140732.71481502597,transport
4073,297,2024-12-13,82163.75067265789,expense,298836.25634813565,transport
4079,297,2024-12-23,150513.02446557375,expense,135023.3553372499,food
4083,297,2024-12-30,60457.07206564558,expense,154618.3759817655,food
4084,298,2024-02-13,78200.5359903546,income,78200.5359903546,utilities
4091,298,2024-02-14,15171.895669535952,expense,411218.18680082064,transport
4089,298,2024-02-16,165212.02319259412,income,553553.3015647174,transport
