payment_id,client_id,loan_id,due_date,paid_date,amount_due,amount_paid,dpd
7364,586,1058,2024-10-01,2024-10-05,21061.486543403054,21676.136876618843,4
7365,586,1058,2024-11-01,2024-11-11,21061.486543403054,20685.80695866157,10
7366,586,1058,2024-12-01,2024-12-06,21061.486543403054,20922.13248638684,5
7367,586,1058,2025-01-01,2025-01-03,21061.486543403054,20446.78404374723,2
7368,586,1058,2025-02-01,2025-02-08,21061.486543403054,20532.521011204837,7
7369,586,1058,2025-03-01,2025-03-01,21061.486543403054,20861.629696882414,0
7370,586,1058,2025-04-01,2025-04-01,21061.486543403054,20698.132524007386,0
7371,586,1058,2025-05-01,2025-05-01,21061.486543403054,20701.511040244863,0
7372,586,1057,2024-06-01,2024-06-01,80550.28872392102,80669.59584969649,0
7373,586,1057,2024-07-01,2024-07-16,80550.28872392102,80825.48937133542,15
7374,586,1057,2024-08-01,2024-08-13,80550.28872392102,81541.69330157147,12
7375,586,1057,2024-09-01,2024-09-01,80550.28872392102,80732.14840451446,0
7376,586,1057,2024-10-01,2024-10-13,80550.28872392102,79674.83503964728,12
7377,586,1057,2024-11-01,2024-11-01,80550.28872392102,80842.45207679638,0
7378,586,1061,2024-12-01,2024-12-01,11111.111111111111,10951.88500508049,0
7379,586,1061,2025-01-01,2025-01-09,11111.111111111111,11099.49648327034,8
7380,586,1061,2025-02-01,2025-02-13,11111.111111111111,10909.366053950493,12
7381,586,1061,2025-03-01,2025-03-01,11111.111111111111,11150.32972446934,0
7382,586,1061,2025-04-01,2025-04-01,11111.111111111111,10962.427077095326,0
7383,586,1061,2025-05-01,2025-05-01,11111.111111111111,11111.485396579994,0
7384,586,1061,2025-06-01,2025-06-18,11111.111111111111,10891.462910294333,17
7385,586,1061,2025-07-01,2025-07-13,11111.111111111111,11053.111299512739,12
7386,586,1061,2025-08-01,2025-08-01,11111.111111111111,10913.889920406375,0
7387,587,1063,2024-02-01,2024-02-11,137794.0103101023,135082.0434500544,10
7388,587,1063,2024-03-01,2024-03-29,137794.0103101023,131256.89533093863,28
7389,587,1063,2024-04-01,2024-04-10,137794.0103101023,132363.033183988,9
7390,587,1066,2024-05-01,2024-05-15,53111.31771558052,51732.9820339534,14
7391,587,1066,2024-06-01,2024-06-01,53111.31771558052,51746.26294656754,0
7392,587,1066,2024-07-01,2024-07-04,53111.31771558052,51741.22575595371,3
7393,587,1066,2024-08-01,2024-08-24,53111.31771558052,52100.71521379044,23
7394,587,1066,2024-09-01,2024-09-15,53111.31771558052,51310.55127764272,14
7395,587,1066,2024-10-01,2024-10-14,53111.31771558052,52180.53057900771,13
7396,587,1062,2024-05-01,2024-05-13,177560.9848013454,173527.97448240797,12
7397,587,1062,2024-06-01,2024-06-03,177560.9848013454,170993.16775656093,2
7398,587,1062,2024-07-01,2024-07-20,177560.9848013454,175191.6941713594,19
7399,587,1064,2024-09-01,2024-09-26,47065.96388264096,46202.12766686344,25
7400,587,1064,2024-10-01,2024-10-12,47065.96388264096,44982.33872895529,11
7401,587,1064,2024-11-01,2024-11-25,47065.96388264096,46387.307318509746,24
7402,587,1064,2024-12-01,2024-12-28,47065.96388264096,47373.24277545977,27
7403,587,1064,2025-01-01,2025-01-04,47065.96388264096,44936.74523004546,3
7404,587,1064,2025-02-01,2025-02-01,47065.96388264096,46491.82530185008,0
7405,587,1064,2025-03-01,2025-03-19,47065.96388264096,45912.502257586726,18
7406,587,1064,2025-04-01,2025-04-04,47065.96388264096,45780.6144683104,3
7407,587,1064,2025-05-01,2025-05-15,47065.96388264096,46396.06738377093,14
7408,587,1064,2025-06-01,2025-06-16,47065.96388264096,46312.10803089024,15
7409,587,1064,2025-07-01,2025-07-13,47065.96388264096,46677.585076472875,12
7410,587,1064,2025-08-01,2025-08-19,47065.96388264096,45005.50907870991,18
7411,587,1065,2025-01-01,2025-01-24,122332.84424784679,120009.51050151481,23
7412,587,1065,2025-02-01,2025-02-16,122332.84424784679,122198.90783472577,15
7413,587,1065,2025-03-01,2025-03-01,122332.84424784679,121433.0056695527,0
7414,587,1065,2025-04-01,2025-04-10,122332.84424784679,121165.01035350889,9
7415,587,1065,2025-05-01,2025-05-15,122332.84424784679,116874.60763937881,14
7416,587,1065,2025-06-01,2025-06-10,122332.84424784679,121030.23312744338,9
7417,588,1068,2024-02-01,2024-02-01,71620.7077754468,70449.78169827622,0
7418,588,1068,2024-03-01,2024-03-11,71620.7077754468,73005.3594077635,10
7419,588,1068,2024-04-01,2024-04-01,71620.7077754468,74133.43864465297,0
7420,588,1068,2024-05-01,2024-05-08,71620.7077754468,71747.97455761426,7
7421,588,1068,2024-06-01,2024-06-03,71620.7077754468,71120.85727308432,2
7422,588,1068,2024-07-01,2024-07-08,71620.7077754468,69997.57864660333,7
7423,588,1067,2024-07-01,2024-07-16,55828.4097784882,54141.743657292325,15
7424,588,1067,2024-08-01,2024-08-10,55828.4097784882,55131.43894661637,9
7425,588,1067,2024-09-01,2024-09-01,55828.4097784882,57093.06678661321,0
7426,588,1067,2024-10-01,2024-10-01,55828.4097784882,54495.34253131822,0
7427,588,1067,2024-11-01,2024-11-05,55828.4097784882,54798.10839885649,4
7428,588,1067,2024-12-01,2024-12-06,55828.4097784882,55571.85492849934,5
7429,588,1067,2025-01-01,2025-01-08,55828.4097784882,55337.970059492436,7
7430,588,1067,2025-02-01,2025-02-01,55828.4097784882,55980.52202509961,0
7431,588,1067,2025-03-01,2025-03-05,55828.4097784882,55026.676598447426,4
7432,589,1069,2024-08-01,2024-08-13,70817.92311751786,70138.47989088905,12
7433,589,1069,2024-09-01,2024-09-24,70817.92311751786,70346.35128093237,23
7434,589,1069,2024-10-01,2024-10-19,70817.92311751786,68977.82359904124,18
7435,589,1070,2024-11-01,2024-11-12,27321.20028025238,25723.525855728934,11
7436,589,1070,2024-12-01,2024-12-20,27321.20028025238,26711.745105044018,19
7437,589,1070,2025-01-01,2025-01-20,27321.20028025238,26563.60937221855,19
7438,589,1070,2025-02-01,2025-02-19,27321.20028025238,26047.03151925304,18
7439,589,1070,2025-03-01,2025-03-05,27321.20028025238,25596.762618747456,4
7440,589,1070,2025-04-01,2025-04-13,27321.20028025238,26294.963819951754,12
7441,589,1070,2025-05-01,2025-05-07,27321.20028025238,26748.70528417133,6
7442,589,1070,2025-06-01,2025-06-10,27321.20028025238,26024.252218280864,9
7443,589,1070,2025-07-01,2025-08-03,27321.20028025238,26596.39109590877,33
7444,590,1072,2024-02-01,2024-02-11,139722.92704582168,134974.80302810288,10
7445,590,1072,2024-03-01,2024-03-15,139722.92704582168,138066.8167203804,14
7446,590,1072,2024-04-01,2024-04-15,139722.92704582168,139225.91040530484,14
7447,590,1072,2024-05-01,2024-05-13,139722.92704582168,136231.42704065755,12
7448,590,1072,2024-06-01,2024-06-24,139722.92704582168,137842.53633871156,23
7449,590,1072,2024-07-01,2024-07-27,139722.92704582168,134767.5895151144,26
7450,590,1073,2024-03-01,2024-03-01,143270.2921546401,138352.47748878208,0
7451,590,1073,2024-04-01,2024-04-25,143270.2921546401,140701.06408847362,24
7452,590,1073,2024-05-01,2024-05-15,143270.2921546401,142425.25678721597,14
7453,590,1073,2024-06-01,2024-06-13,143270.2921546401,137234.69029405172,12
7454,590,1073,2024-07-01,2024-07-12,143270.2921546401,136361.47534059072,11
7455,590,1073,2024-08-01,2024-08-21,143270.2921546401,139393.67682267225,20
7456,590,1071,2024-10-01,2024-10-13,151008.50441216325,146137.5173032653,12
7457,590,1071,2024-11-01,2024-11-01,151008.50441216325,147121.25887699384,0
7458,590,1071,2024-12-01,2024-12-17,151008.50441216325,143776.22446622184,16
7459,590,1071,2025-01-01,2025-01-15,151008.50441216325,145684.99844757697,14
7460,590,1071,2025-02-01,2025-03-02,151008.50441216325,143865.47206289112,29
7461,590,1071,2025-03-01,2025-03-19,151008.50441216325,143798.33054564585,18
7462,591,1075,2024-02-01,2024-02-15,108834.83954484585,105898.47898345256,14
7463,591,1075,2024-03-01,2024-03-13,108834.83954484585,106786.71020033387,12
7464,591,1075,2024-04-01,2024-04-09,108834.83954484585,107686.92303515867,8
7465,591,1075,2024-05-01,2024-05-11,108834.83954484585,106084.27234632518,10
7466,591,1075,2024-06-01,2024-06-16,108834.83954484585,106614.11679845347,15
7467,591,1075,2024-07-01,2024-07-18,108834.83954484585,106760.98538805237,17
7468,591,1077,2024-02-01,2024-02-10,138797.7737879071,133267.91915164812,9
7469,591,1077,2024-03-01,2024-03-02,138797.7737879071,132014.70215113077,1
7470,591,1077,2024-04-01,2024-04-27,138797.7737879071,130886.14453825734,26
7471,591,1077,2024-05-01,2024-05-23,138797.7737879071,133784.04301810148,22
7472,591,1077,2024-06-01,2024-06-23,138797.7737879071,130907.45009989373,22
7473,591,1077,2024-07-01,2024-07-11,138797.7737879071,138520.295140793,10
7474,591,1076,2024-02-01,2024-02-10,65105.35442136556,61657.753547412365,9
7475,591,1076,2024-03-01,2024-03-02,65105.35442136556,64911.84064611621,1
7476,591,1076,2024-04-01,2024-04-10,65105.35442136556,63485.08492951164,9
7477,591,1076,2024-05-01,2024-05-15,65105.35442136556,62282.90009728489,14
7478,591,1076,2024-06-01,2024-06-16,65105.35442136556,63145.43871629786,15
7479,591,1076,2024-07-01,2024-07-15,65105.35442136556,62990.713784315165,14
7480,591,1076,2024-08-01,2024-08-01,65105.35442136556,63137.863332838904,0
7481,591,1076,2024-09-01,2024-09-18,65105.35442136556,63940.0582615827,17
7482,591,1076,2024-10-01,2024-10-13,65105.35442136556,64432.324824252915,12
7483,591,1076,2024-11-01,2024-11-11,65105.35442136556,63610.185275684904,10
7484,591,1076,2024-12-01,2024-12-09,65105.35442136556,64489.44122147832,8
7485,591,1076,2025-01-01,2025-01-15,65105.35442136556,63011.3126077322,14
7486,591,1074,2024-09-01,2024-09-22,180042.23852779678,173746.07150146549,21
7487,591,1074,2024-10-01,2024-10-14,180042.23852779678,182109.02826254626,13
7488,591,1074,2024-11-01,2024-11-19,180042.23852779678,180106.6432414825,18
7489,591,1074,2024-12-01,2024-12-09,180042.23852779678,178647.8333812584,8
7490,591,1074,2025-01-01,2025-01-13,180042.23852779678,176743.99614916265,12
7491,591,1074,2025-02-01,2025-03-01,180042.23852779678,175002.9982938042,28
7492,591,1078,2024-11-01,2024-11-06,56823.7120004077,56228.05769672355,5
7493,591,1078,2024-12-01,2024-12-09,56823.7120004077,56342.479508513105,8
7494,591,1078,2025-01-01,2025-01-01,56823.7120004077,55938.40125338345,0
7495,591,1078,2025-02-01,2025-02-08,56823.7120004077,56093.42733581623,7
7496,591,1078,2025-03-01,2025-03-13,56823.7120004077,55014.46731177217,12
7497,591,1078,2025-04-01,2025-04-10,56823.7120004077,54745.93317882274,9
7498,591,1078,2025-05-01,2025-05-20,56823.7120004077,54576.95447553916,19
7499,591,1078,2025-06-01,2025-06-11,56823.7120004077,55765.0333933108,10
7500,591,1078,2025-07-01,2025-07-26,56823.7120004077,55462.84076130222,25
7501,592,1079,2024-09-01,2024-09-21,140364.2537616418,130499.53086896958,20
7502,592,1079,2024-10-01,2024-10-10,140364.2537616418,134074.81415145582,9
7503,592,1079,2024-11-01,2024-11-13,140364.2537616418,131494.63817836702,12
7504,592,1079,2024-12-01,2024-12-26,140364.2537616418,135412.04312154689,25
7505,592,1079,2025-01-01,2025-01-20,140364.2537616418,133403.96147825423,19
7506,592,1079,2025-02-01,2025-02-20,140364.2537616418,135948.28944607658,19
7507,592,1081,2024-09-01,2024-09-23,290577.24016921566,275723.39762001374,22
7508,592,1081,2024-10-01,2024-10-20,290577.24016921566,284172.9134565225,19
7509,592,1081,2024-11-01,2024-11-29,290577.24016921566,284979.6598525888,28
7510,592,1080,2024-11-01,2024-11-19,55922.808562366066,53355.43028548975,18
7511,592,1080,2024-12-01,2024-12-05,55922.808562366066,52603.73481127834,4
7512,592,1080,2025-01-01,2025-01-18,55922.808562366066,53641.0564219873,17
7513,592,1080,2025-02-01,2025-03-02,55922.808562366066,54834.802235289746,29
7514,592,1080,2025-03-01,2025-03-14,55922.808562366066,54418.33941973794,13
7515,592,1080,2025-04-01,2025-04-15,55922.808562366066,54304.50068120933,14
7516,593,1082,2024-02-01,2024-02-22,123897.6309476461,120300.30387562224,21
7517,593,1082,2024-03-01,2024-03-20,123897.6309476461,117735.30570980352,19
7518,593,1082,2024-04-01,2024-04-23,123897.6309476461,121169.37135364806,22
7519,593,1082,2024-05-01,2024-05-12,123897.6309476461,117429.36070009792,11
7520,593,1082,2024-06-01,2024-06-09,123897.6309476461,123734.97434017425,8
7521,593,1082,2024-07-01,2024-07-09,123897.6309476461,122541.80923183031,8
7522,593,1083,2024-05-01,2024-05-21,67232.62951155145,65970.5044921923,20
7523,593,1083,2024-06-01,2024-06-05,67232.62951155145,65834.30770518158,4
7524,593,1083,2024-07-01,2024-07-25,67232.62951155145,66279.24759792002,24
7525,593,1083,2024-08-01,2024-08-11,67232.62951155145,68052.27161749362,10
7526,593,1083,2024-09-01,2024-09-21,67232.62951155145,66601.04532167474,20
7527,593,1083,2024-10-01,2024-10-15,67232.62951155145,66513.85124312922,14
7528,593,1084,2024-05-01,2024-05-01,16666.666666666668,16404.65035912367,0
7529,593,1084,2024-06-01,2024-06-11,16666.666666666668,16180.972237632162,10
7530,593,1084,2024-07-01,2024-07-11,16666.666666666668,15916.954134210755,10
7531,593,1084,2024-08-01,2024-08-01,16666.666666666668,16617.54191027843,0
7532,593,1084,2024-09-01,2024-09-16,16666.666666666668,15702.663274113236,15
7533,593,1084,2024-10-01,2024-10-08,16666.666666666668,16526.05423926544,7
7534,594,1085,2024-03-01,2024-03-17,83333.16313837026,83833.66355358387,16
7535,594,1085,2024-04-01,2024-04-01,83333.16313837026,82342.32172675966,0
7536,594,1085,2024-05-01,2024-05-04,83333.16313837026,80784.93216310538,3
7537,594,1086,2024-03-01,2024-03-01,197845.79533215068,194016.6599361931,0
7538,594,1086,2024-04-01,2024-04-10,197845.79533215068,199017.62457366707,9
7539,594,1086,2024-05-01,2024-05-12,197845.79533215068,198145.59578720017,11
7540,595,1087,2024-03-01,2024-03-17,214319.91294687506,209203.958095112,16
7541,595,1087,2024-04-01,2024-04-09,214319.91294687506,215779.75144546194,8
7542,595,1087,2024-05-01,2024-05-01,214319.91294687506,203658.65758335197,0
7543,595,1088,2025-01-01,2025-01-10,76973.77692279233,73648.52616303004,9
7544,595,1088,2025-02-01,2025-02-04,76973.77692279233,74240.3527712928,3
7545,595,1088,2025-03-01,2025-03-19,76973.77692279233,76707.53500609373,18
7546,595,1088,2025-04-01,2025-04-25,76973.77692279233,73472.9949250071,24
7547,595,1088,2025-05-01,2025-05-01,76973.77692279233,73650.09397530954,0
7548,595,1088,2025-06-01,2025-06-22,76973.77692279233,75789.40798641776,21
7549,595,1088,2025-07-01,2025-07-13,76973.77692279233,75572.8086730287,12
7550,595,1088,2025-08-01,2025-08-12,76973.77692279233,74013.19978736195,11
7551,595,1088,2025-09-01,2025-09-16,76973.77692279233,75092.7610980355,15
7552,595,1088,2025-10-01,2025-10-03,76973.77692279233,75970.75165161438,2
7553,595,1088,2025-11-01,2025-11-09,76973.77692279233,75570.33180274563,8
7554,595,1088,2025-12-01,2025-12-11,76973.77692279233,76336.8697167036,10
7555,596,1089,2024-02-01,2024-02-07,68409.94345725345,66933.87044960562,6
7556,596,1089,2024-03-01,2024-03-17,68409.94345725345,67128.1510125032,16
7557,596,1089,2024-04-01,2024-04-22,68409.94345725345,65971.35690230658,21
7558,596,1089,2024-05-01,2024-05-19,68409.94345725345,64833.52736915398,18
7559,596,1089,2024-06-01,2024-06-13,68409.94345725345,66321.60510703076,12
7560,596,1089,2024-07-01,2024-07-26,68409.94345725345,66443.02364702606,25
7561,596,1089,2024-08-01,2024-08-19,68409.94345725345,64795.599475252115,18
7562,596,1089,2024-09-01,2024-09-11,68409.94345725345,65734.95565474147,10
7563,596,1089,2024-10-01,2024-11-03,68409.94345725345,65919.21418809348,33
7564,596,1091,2024-02-01,2024-02-15,89619.32777727202,85116.03714476473,14
7565,596,1091,2024-03-01,2024-03-10,89619.32777727202,87796.88032557504,9
7566,596,1091,2024-04-01,2024-04-15,89619.32777727202,84160.3375101772,14
7567,596,1091,2024-05-01,2024-05-10,89619.32777727202,88625.0370502096,9
7568,596,1091,2024-06-01,2024-06-19,89619.32777727202,88890.14673703247,18
7569,596,1091,2024-07-01,2024-07-06,89619.32777727202,88974.69744224582,5
7570,596,1090,2024-07-01,2024-07-27,253433.98416584288,246754.13343539025,26
7571,596,1090,2024-08-01,2024-08-01,253433.98416584288,249970.02114062267,0
7572,596,1090,2024-09-01,2024-09-11,253433.98416584288,245311.33105640707,10
7573,596,1093,2024-07-01,2024-07-27,62975.56355282781,60820.32287932945,26
7574,596,1093,2024-08-01,2024-08-27,62975.56355282781,60905.20576370937,26
7575,596,1093,2024-09-01,2024-09-07,62975.56355282781,62559.04388103744,6
7576,596,1093,2024-10-01,2024-10-13,62975.56355282781,61252.52023581293,12
7577,596,1093,2024-11-01,2024-11-04,62975.56355282781,60880.28615079958,3
7578,596,1093,2024-12-01,2024-12-17,62975.56355282781,60085.32359670072,16
7579,596,1093,2025-01-01,2025-01-10,62975.56355282781,60915.40471056086,9
7580,596,1093,2025-02-01,2025-02-15,62975.56355282781,62710.214018064944,14
7581,596,1093,2025-03-01,2025-03-12,62975.56355282781,60660.30245541809,11
7582,596,1093,2025-04-01,2025-05-06,62975.56355282781,60903.371104239035,35
7583,596,1093,2025-05-01,2025-05-13,62975.56355282781,60974.53882917649,12
7584,596,1093,2025-06-01,2025-06-12,62975.56355282781,61386.02232541461,11
7585,596,1092,2025-01-01,2025-01-17,128632.31971348182,127313.77502628951,16
7586,596,1092,2025-02-01,2025-02-22,128632.31971348182,125637.93363015319,21
7587,596,1092,2025-03-01,2025-03-17,128632.31971348182,127374.8260725534,16
7588,596,1092,2025-04-01,2025-04-05,128632.31971348182,130055.79604442745,4
7589,596,1092,2025-05-01,2025-05-10,128632.31971348182,124558.3540332635,9
7590,596,1092,2025-06-01,2025-06-04,128632.31971348182,122954.59350308056,3
7591,597,1094,2024-05-01,2024-05-28,156716.13758447487,152770.76676933386,27
7592,597,1094,2024-06-01,2024-06-13,156716.13758447487,154621.75683564396,12
7593,597,1094,2024-07-01,2024-07-18,156716.13758447487,159319.82737729655,17
7594,597,1094,2024-08-01,2024-08-22,156716.13758447487,153543.1755473571,21
7595,597,1094,2024-09-01,2024-09-14,156716.13758447487,155580.60394747995,13
7596,597,1094,2024-10-01,2024-10-10,156716.13758447487,151527.93878985388,9
7597,598,1095,2024-02-01,2024-02-13,175311.87520427734,178602.4124723624,12
7598,598,1095,2024-03-01,2024-03-02,175311.87520427734,175998.36686425033,1
7599,598,1095,2024-04-01,2024-04-13,175311.87520427734,170830.1966271508,12
7600,598,1096,2024-09-01,2024-09-20,20551.28062227036,20643.54797529194,19
7601,598,1096,2024-10-01,2024-10-01,20551.28062227036,20587.435142179213,0
7602,598,1096,2024-11-01,2024-11-12,20551.28062227036,19766.262927136948,11
7603,598,1096,2024-12-01,2024-12-05,20551.28062227036,20436.47668198164,4
7604,598,1096,2025-01-01,2025-01-01,20551.28062227036,20576.536272432288,0
7605,598,1096,2025-02-01,2025-02-02,20551.28062227036,20543.854339272733,1
7606,598,1096,2025-03-01,2025-03-01,20551.28062227036,20236.433702666276,0
7607,598,1096,2025-04-01,2025-04-01,20551.28062227036,20338.362180486914,0
7608,598,1096,2025-05-01,2025-05-10,20551.28062227036,20623.129017436757,9
7609,599,1097,2024-05-01,2024-05-04,100873.93613331125,98124.74353644678,3
7610,599,1097,2024-06-01,2024-06-18,100873.93613331125,99454.3104775586,17
7611,599,1097,2024-07-01,2024-07-08,100873.93613331125,94739.18139460387,7
7612,599,1097,2024-08-01,2024-08-07,100873.93613331125,97960.14816316687,6
7613,599,1097,2024-09-01,2024-09-05,100873.93613331125,98065.33758888321,4
7614,599,1097,2024-10-01,2024-10-19,100873.93613331125,98634.08400208417,18
7615,600,1098,2024-11-01,2024-11-01,170356.41089745425,166811.34047641628,0
7616,600,1098,2024-12-01,2024-12-01,170356.41089745425,166500.83149223393,0
7617,600,1098,2025-01-01,2025-01-02,170356.41089745425,170864.92925884732,1
7618,601,1100,2024-04-01,2024-04-24,61893.446455085366,59552.2959726756,23
7619,601,1100,2024-05-01,2024-05-08,61893.446455085366,58974.63035373845,7
7620,601,1100,2024-06-01,2024-06-18,61893.446455085366,61631.460224926435,17
7621,601,1100,2024-07-01,2024-07-19,61893.446455085366,59602.96822640134,18
7622,601,1100,2024-08-01,2024-08-15,61893.446455085366,59921.84394107807,14
7623,601,1100,2024-09-01,2024-10-02,61893.446455085366,61096.1875079282,31
7624,601,1100,2024-10-01,2024-10-18,61893.446455085366,60052.77856729494,17
7625,601,1100,2024-11-01,2024-11-18,61893.446455085366,60409.78959225002,17
7626,601,1100,2024-12-01,2024-12-13,61893.446455085366,59167.25889518785,12
7627,601,1099,2025-01-01,2025-01-16,226989.601027864,223095.73916259117,15
7628,601,1099,2025-02-01,2025-03-01,226989.601027864,221638.08048980904,28
7629,601,1099,2025-03-01,2025-03-19,226989.601027864,230761.7966881686,18
7630,602,1102,2024-03-01,2024-03-01,88958.3771826729,88390.56647855781,0
7631,602,1102,2024-04-01,2024-04-17,88958.3771826729,87038.92117345473,16
7632,602,1102,2024-05-01,2024-05-01,88958.3771826729,90242.21557966594,0
7633,602,1102,2024-06-01,2024-06-02,88958.3771826729,88618.71728820058,1
7634,602,1102,2024-07-01,2024-07-13,88958.3771826729,87809.31785496513,12
7635,602,1102,2024-08-01,2024-08-01,88958.3771826729,86912.53095181474,0
7636,602,1103,2024-07-01,2024-07-06,38512.77187327397,38029.32105319835,5
7637,602,1103,2024-08-01,2024-08-01,38512.77187327397,38273.10307953483,0
7638,602,1103,2024-09-01,2024-09-13,38512.77187327397,37946.5659024421,12
7639,602,1103,2024-10-01,2024-10-01,38512.77187327397,37741.65661219193,0
7640,602,1103,2024-11-01,2024-11-01,38512.77187327397,38624.7162808625,0
7641,602,1103,2024-12-01,2024-12-21,38512.77187327397,38555.22144101505,20
7642,602,1103,2025-01-01,2025-01-04,38512.77187327397,38927.922104904326,3
7643,602,1103,2025-02-01,2025-02-10,38512.77187327397,38095.70110773578,9
7644,602,1103,2025-03-01,2025-03-23,38512.77187327397,38415.32483792725,22
7645,602,1103,2025-04-01,2025-04-06,38512.77187327397,38747.92033066533,5
7646,602,1103,2025-05-01,2025-05-07,38512.77187327397,39310.62028175415,6
7647,602,1103,2025-06-01,2025-06-01,38512.77187327397,38881.964222787836,0
7648,602,1101,2024-11-01,2024-11-12,165076.22070811156,164186.5780872611,11
7649,602,1101,2024-12-01,2024-12-02,165076.22070811156,166531.63173985443,1
7650,602,1101,2025-01-01,2025-01-07,165076.22070811156,162687.74662163726,6
7651,603,1104,2024-12-01,2024-12-19,61404.438730663605,59874.08128466232,18
7652,603,1104,2025-01-01,2025-01-09,61404.438730663605,60277.81708490066,8
7653,603,1104,2025-02-01,2025-02-18,61404.438730663605,58474.179006519626,17
7654,603,1104,2025-03-01,2025-03-16,61404.438730663605,60543.474613336795,15
7655,603,1104,2025-04-01,2025-04-01,61404.438730663605,60123.13202289565,0
7656,603,1104,2025-05-01,2025-05-19,61404.438730663605,60477.45588756885,18
7657,603,1104,2025-06-01,2025-06-19,61404.438730663605,59640.717643748474,18
7658,603,1104,2025-07-01,2025-07-05,61404.438730663605,58284.74392643421,4
7659,603,1104,2025-08-01,2025-08-22,61404.438730663605,60589.9984152555,21
7660,604,1105,2024-07-01,2024-07-01,63971.88528692476,64577.06851718439,0
7661,604,1105,2024-08-01,2024-08-01,63971.88528692476,62971.377412987196,0
7662,604,1105,2024-09-01,2024-09-06,63971.88528692476,64442.12418216979,5
7663,604,1105,2024-10-01,2024-10-18,63971.88528692476,63575.364283122064,17
7664,604,1105,2024-11-01,2024-11-01,63971.88528692476,62925.6484038648,0
7665,604,1105,2024-12-01,2024-12-01,63971.88528692476,65936.97361756914,0
7666,605,1106,2024-09-01,2024-09-19,60670.31113449313,59467.91353724295,18
7667,605,1106,2024-10-01,2024-10-10,60670.31113449313,60321.77241333307,9
7668,605,1106,2024-11-01,2024-11-06,60670.31113449313,59420.29738451513,5
7669,605,1106,2024-12-01,2024-12-05,60670.31113449313,59278.16066633573,4
7670,605,1106,2025-01-01,2025-01-10,60670.31113449313,58937.60235095494,9
7671,605,1106,2025-02-01,2025-02-12,60670.31113449313,59944.38843189266,11
7672,606,1107,2024-04-01,2024-04-01,45069.55879411734,44945.41205358048,0
7673,606,1107,2024-05-01,2024-05-01,45069.55879411734,44905.95215729902,0
7674,606,1107,2024-06-01,2024-06-14,45069.55879411734,44027.41060489137,13
7675,606,1107,2024-07-01,2024-07-23,45069.55879411734,44825.423384730726,22
7676,606,1107,2024-08-01,2024-08-09,45069.55879411734,44365.56076224983,8
7677,606,1107,2024-09-01,2024-09-14,45069.55879411734,44789.523535726235,13
7678,606,1107,2024-10-01,2024-10-02,45069.55879411734,44485.37935766714,1
7679,606,1107,2024-11-01,2024-11-03,45069.55879411734,45157.27341801411,2
7680,606,1107,2024-12-01,2024-12-07,45069.55879411734,44847.50557021733,6
7681,607,1109,2024-12-01,2024-12-02,206295.30607973094,202413.26656094586,1
7682,607,1109,2025-01-01,2025-01-12,206295.30607973094,205888.72613542748,11
7683,607,1109,2025-02-01,2025-02-15,206295.30607973094,203834.87038000816,14
7684,607,1108,2025-01-01,2025-01-07,38859.900186929,37381.69943721035,6
7685,607,1108,2025-02-01,2025-02-07,38859.900186929,38178.504999577315,6
7686,607,1108,2025-03-01,2025-03-01,38859.900186929,38066.54911201482,0
7687,607,1108,2025-04-01,2025-04-09,38859.900186929,37736.7144728776,8
7688,607,1108,2025-05-01,2025-05-03,38859.900186929,39299.55209491368,2
7689,607,1108,2025-06-01,2025-06-01,38859.900186929,38290.50572098543,0
7690,607,1108,2025-07-01,2025-07-01,38859.900186929,37959.15436345562,0
7691,607,1108,2025-08-01,2025-08-07,38859.900186929,37821.625684275576,6
7692,607,1108,2025-09-01,2025-09-13,38859.900186929,39184.86600088875,12
7693,608,1111,2024-04-01,2024-04-16,9434.179489322347,9126.617718078478,15
7694,608,1111,2024-05-01,2024-05-06,9434.179489322347,9388.01384243272,5
7695,608,1111,2024-06-01,2024-06-15,9434.179489322347,9569.9895313415,14
7696,608,1111,2024-07-01,2024-07-17,9434.179489322347,9448.7323475233,16
7697,608,1111,2024-08-01,2024-08-29,9434.179489322347,9335.4967861702,28
7698,608,1111,2024-09-01,2024-09-06,9434.179489322347,9346.966223189915,5
7699,608,1111,2024-10-01,2024-10-01,9434.179489322347,9331.438867852314,0
7700,608,1111,2024-11-01,2024-11-01,9434.179489322347,9246.93416422527,0
7701,608,1111,2024-12-01,2024-12-07,9434.179489322347,9456.253275484713,6
7702,608,1111,2025-01-01,2025-01-17,9434.179489322347,9185.50378351764,16
7703,608,1111,2025-02-01,2025-02-25,9434.179489322347,9342.864559140977,24
7704,608,1111,2025-03-01,2025-03-10,9434.179489322347,9092.943668293867,9
7705,608,1110,2024-12-01,2024-12-17,14888.954402750698,14749.62230242366,16
7706,608,1110,2025-01-01,2025-01-09,14888.954402750698,14762.440286914178,8
7707,608,1110,2025-02-01,2025-02-01,14888.954402750698,14690.128940377437,0
7708,608,1110,2025-03-01,2025-03-20,14888.954402750698,14954.404049085917,19
7709,608,1110,2025-04-01,2025-04-07,14888.954402750698,15060.925819478778,6
7710,608,1110,2025-05-01,2025-05-01,14888.954402750698,14494.691512195532,0
7711,608,1110,2025-06-01,2025-06-23,14888.954402750698,14840.786176642763,22
7712,608,1110,2025-07-01,2025-07-06,14888.954402750698,14699.35041146523,5
