session_id,client_id,visit_time,session_duration_sec,marketing_channel,referrer,device_type,os,connection_type,bandwidth_mbps,steps_completed,conversion
2731,566,2024-06-30,79.24699556110241,partner,campaign,desktop,ios,wifi,54.70678720126142,2,True
2732,566,2024-08-02,108.0703555380469,partner,campaign,desktop,ios,wifi,42.23854833734863,4,False
2733,566,2024-10-17,145.69496596043695,ads,google,mobile,android,wifi,13.649482330938234,2,False
2734,566,2024-03-06,23.70204312486692,ads,campaign,desktop,android,wifi,28.211159248021755,4,False
2735,566,2024-09-25,258.72254044274274,organic,facebook,mobile,windows,5G,11.056338364046965,5,True
2736,566,2024-04-19,20.72017346353492,referral,direct,desktop,android,4G,10.61801377351777,1,False
2737,566,2024-11-10,166.66646361052432,partner,wallet_app,mobile,ios,wifi,11.669133572627047,4,False
2738,566,2024-03-31,45.820021349457875,ads,google,mobile,ios,4G,14.35985009614033,5,True
2739,567,2024-10-23,238.56181523459648,partner,facebook,mobile,android,5G,31.380663261717118,3,False
2740,567,2025-01-28,164.13583692712228,referral,direct,mobile,android,5G,2.0,1,True
2741,567,2024-09-07,144.73237110488964,organic,google,desktop,android,5G,34.142331682034,3,False
2742,567,2024-06-01,98.50584623370412,organic,google,mobile,ios,5G,41.497879711538076,6,True
2743,567,2024-09-30,219.75609665480923,organic,direct,mobile,windows,wifi,35.14869995510513,4,False
2744,568,2025-01-29,175.17672749164865,organic,google,desktop,android,5G,31.231031325021323,2,False
2745,569,2024-05-28,180.3893972350887,ads,direct,mobile,macos,4G,25.500842958923727,4,True
2746,569,2024-06-25,135.9904125253845,ads,direct,mobile,ios,4G,19.881946122200237,3,True
2747,569,2025-02-18,263.82886922195473,organic,facebook,mobile,android,wifi,36.189958976765205,2,False
2748,569,2025-01-31,217.4198398340789,referral,facebook,desktop,android,4G,24.431347683845175,4,True
2749,569,2024-04-21,127.59687178770201,partner,direct,mobile,ios,4G,20.237056186937718,5,True
2750,569,2025-02-10,166.898419253217,organic,direct,desktop,android,4G,37.640372297195434,3,False
2751,569,2025-01-23,122.88759785342813,partner,campaign,tablet,android,4G,27.869511198590946,3,True
2752,570,2024-10-11,185.69876055977736,ads,facebook,mobile,android,4G,40.99804806836774,4,True
2753,570,2024-08-19,217.54262609420874,organic,wallet_app,desktop,android,3G,2.0,4,True
2754,570,2025-01-10,228.02327975097077,ads,google,mobile,android,4G,30.764815392923914,4,False
2755,571,2024-12-15,113.25085453199756,organic,google,mobile,macos,4G,20.03632400306853,2,True
2756,572,2024-04-13,20.754144969158546,organic,facebook,mobile,android,4G,12.952888973098883,2,False
2757,572,2024-07-22,233.16533785843032,ads,facebook,desktop,ios,wifi,30.544468810096593,2,True
2758,572,2025-01-25,175.9255251902154,organic,direct,desktop,macos,4G,46.22872525969876,2,False
2759,572,2024-06-19,113.32332684720828,ads,direct,tablet,android,4G,29.969496059958733,1,False
2760,572,2024-04-30,72.50833118894735,partner,google,mobile,android,wifi,14.241418203959725,4,True
2761,572,2024-06-07,131.12357652639946,ads,google,desktop,ios,5G,31.607582439265602,3,False
2762,572,2025-02-24,139.6337077145478,referral,direct,mobile,android,4G,25.829973609405293,4,False
2763,572,2024-12-07,152.53284325937693,partner,google,desktop,android,5G,41.86255242895059,1,True
2764,573,2024-04-20,70.42111697110552,partner,campaign,mobile,android,4G,18.44515923786809,2,True
2765,573,2024-06-17,190.1897368630303,organic,facebook,mobile,ios,4G,25.578877686353596,3,False
2766,573,2024-05-03,181.02102667117384,organic,wallet_app,desktop,android,5G,33.789443746489255,3,False
2767,574,2025-01-30,220.4184738697743,organic,campaign,desktop,android,wifi,23.28172583278166,1,False
2768,574,2024-07-06,193.04936309835264,ads,facebook,mobile,macos,4G,25.10520627460034,1,False
2769,574,2024-05-11,171.9262951271333,ads,facebook,mobile,ios,3G,40.665709282521696,3,True
2770,574,2024-04-10,174.81133636105739,organic,direct,mobile,windows,4G,23.50955356450216,1,False
2771,574,2024-11-19,140.8081429716961,referral,campaign,mobile,ios,wifi,13.306986379692649,3,False
2772,575,2025-02-09,68.74310384433568,partner,facebook,mobile,ios,wifi,28.689286001750542,4,False
2773,575,2024-11-13,109.24646192203399,organic,google,mobile,android,4G,45.68509213394614,1,False
2774,575,2024-03-03,193.9040471296558,organic,direct,mobile,android,wifi,15.473600756530924,3,False
2775,576,2024-09-20,165.75233198738965,organic,direct,mobile,ios,wifi,24.776422034907824,2,True
2776,576,2025-01-12,20.0,organic,google,mobile,ios,4G,2.0,3,False
2777,576,2024-04-06,113.66448657049968,ads,google,desktop,android,4G,37.618911677078415,2,False
2778,576,2024-06-11,137.93028258484082,referral,google,mobile,ios,4G,41.68969531080327,2,True
2779,576,2024-10-25,75.02031113076389,ads,direct,mobile,ios,wifi,26.453637946247483,2,False
2780,576,2025-01-03,116.54230975150485,organic,google,mobile,android,wifi,37.32832093921254,4,False
2781,577,2024-05-14,118.37231760966446,organic,google,mobile,android,4G,29.026563624622646,1,True
2782,578,2025-02-05,195.17380200164766,ads,direct,mobile,android,wifi,26.656818486029078,3,False
2783,578,2024-07-12,205.908896731295,referral,google,mobile,macos,4G,32.91434989074164,3,False
2784,578,2024-06-20,166.07437399586533,organic,google,mobile,android,wifi,32.19985990412691,1,True
2785,578,2024-10-16,160.2305510050291,partner,facebook,mobile,ios,4G,11.985301743593936,4,False
2786,578,2024-07-27,138.71329363484756,referral,google,mobile,android,4G,17.862473835264566,2,False
2787,579,2024-07-24,131.18266341147057,referral,wallet_app,tablet,android,4G,18.430005159733856,3,False
2788,579,2024-05-31,147.30157446668727,organic,campaign,mobile,android,5G,29.167699110789755,3,True
2789,579,2025-01-19,159.65787249071974,organic,direct,mobile,windows,5G,9.687519316213216,3,True
2790,579,2024-12-11,231.77926747412414,organic,google,desktop,android,5G,2.6328640348219174,2,True
2791,579,2024-04-10,244.1567215258509,referral,direct,mobile,ios,5G,33.82205915518917,3,True
2792,579,2024-03-26,169.47510703442907,ads,google,mobile,android,4G,12.863935573964756,2,False
2793,580,2024-05-07,224.43707337625204,organic,direct,desktop,ios,3G,31.401402270044525,3,True
2794,580,2024-12-08,168.91959123898633,organic,facebook,mobile,android,3G,41.202612878261775,4,False
2795,580,2024-11-04,214.3306117170929,referral,direct,mobile,ios,wifi,17.912472345967338,4,True
2796,580,2024-10-31,204.11651408231998,organic,direct,mobile,ios,5G,29.251026214840984,2,False
2797,580,2024-07-24,209.4953805959243,organic,facebook,mobile,ios,5G,2.0,2,False
2798,581,2024-06-18,178.8401090637043,organic,facebook,desktop,ios,wifi,39.85292466935804,1,False
2799,581,2025-01-15,73.42636339511816,organic,facebook,mobile,ios,4G,15.784682559828639,1,True
2800,581,2024-03-31,154.32767427953073,ads,campaign,mobile,android,4G,38.27403973649956,3,False
2801,581,2025-02-16,215.04657797756406,organic,facebook,desktop,ios,wifi,34.71680260235111,2,False
2802,582,2024-07-03,247.05784704227656,organic,direct,mobile,android,4G,22.202788123082463,2,True
2803,582,2024-09-27,77.2192337112758,organic,campaign,desktop,ios,4G,18.147887409726117,1,False
2804,582,2025-02-19,32.35888058375866,ads,google,tablet,ios,4G,26.327116555788177,2,True
2805,582,2024-10-05,81.34510592687377,ads,facebook,mobile,macos,4G,31.68070569495069,1,False
2806,582,2024-07-04,183.8427128089132,organic,google,mobile,ios,4G,29.439182776333208,3,True
2807,582,2025-02-21,138.68209509057385,partner,facebook,mobile,android,wifi,8.987047390240427,3,False
2808,582,2024-10-16,203.83599772604953,organic,facebook,mobile,android,4G,11.592120022209464,4,False
2809,583,2025-01-21,77.17048936077384,organic,google,mobile,android,wifi,23.366648431243213,5,False
2810,583,2025-02-10,123.01926025982404,referral,direct,mobile,android,5G,52.68454160060551,2,True
2811,583,2024-08-22,114.69956764239019,partner,google,desktop,android,wifi,6.874029367474677,3,False
2812,583,2024-06-23,65.17726403628467,referral,facebook,mobile,android,wifi,27.68140343008407,4,False
2813,583,2024-05-18,171.55061509898937,ads,wallet_app,mobile,android,wifi,44.833610833750555,2,False
2814,584,2024-03-08,68.00667925355408,organic,google,mobile,android,wifi,15.117739351360816,5,True
2815,584,2024-12-26,256.8556736716272,referral,campaign,desktop,ios,wifi,30.310640121105482,2,False
2816,584,2024-10-24,102.618212924765,organic,facebook,mobile,android,5G,40.858213434492924,3,False
2817,584,2024-10-14,128.6290267612033,organic,google,desktop,ios,4G,34.88011851344865,3,False
2818,584,2024-06-10,147.04339220000108,organic,facebook,mobile,ios,wifi,27.175952218371798,1,True
2819,585,2024-08-30,148.29170902709438,organic,direct,desktop,windows,4G,2.0,2,False
2820,585,2024-12-29,122.10734812097706,referral,facebook,desktop,windows,4G,33.77291715967987,1,True
2821,585,2024-03-31,161.96810781339744,ads,direct,mobile,ios,4G,51.76153409123501,2,True
2822,586,2024-05-31,195.7825332704502,referral,google,mobile,android,wifi,47.33104549005151,3,False
2823,586,2024-11-17,198.89938787145655,referral,wallet_app,mobile,android,5G,51.29222761098347,2,True
2824,586,2024-12-10,218.66751492985054,ads,google,desktop,android,5G,30.65973095516892,2,True
2825,586,2024-12-05,149.08829810879024,ads,google,desktop,ios,wifi,18.163044851318745,3,True
2826,586,2024-08-29,124.24094441072796,organic,google,desktop,android,4G,45.967742655423685,3,True
2827,586,2024-04-17,155.73153474795555,partner,campaign,mobile,macos,4G,20.056753361791323,3,False
2828,586,2024-11-11,234.83535268854877,ads,direct,mobile,ios,wifi,24.315121762050783,4,True
2829,586,2024-03-12,140.9456676807557,referral,facebook,mobile,android,4G,34.101597597163405,2,True
2830,587,2024-07-14,20.0,ads,facebook,mobile,android,4G,21.160709523551326,1,False
2831,587,2024-03-26,117.96151637693052,ads,campaign,mobile,android,4G,25.909270832036032,3,True
2832,587,2024-07-08,134.98639953647904,organic,google,mobile,ios,5G,41.86761368580646,3,False
2833,588,2024-11-25,246.8468464908638,partner,facebook,mobile,android,4G,31.895420956889883,4,True
2834,588,2025-02-15,145.34664048936355,ads,campaign,mobile,android,4G,39.83713450103658,2,True
2835,588,2024-09-22,160.4794620001396,referral,google,desktop,android,wifi,4.220096730017943,2,True
2836,588,2025-01-03,175.12598933588455,organic,campaign,desktop,android,4G,51.79905741376349,4,True
2837,589,2024-06-18,106.32349079452557,referral,direct,desktop,android,5G,44.04145559794018,2,True
2838,589,2024-12-08,122.29981078291718,organic,google,mobile,android,4G,33.59890120633352,1,False
2839,589,2024-04-01,107.09201611329688,partner,google,mobile,android,wifi,26.663469039509085,1,False
2840,589,2025-02-13,61.33689044463013,ads,wallet_app,mobile,ios,4G,15.743683529803306,4,False
2841,589,2024-08-25,144.00808060469387,ads,direct,mobile,android,5G,32.23590041163643,1,False
2842,590,2025-01-24,108.72720549460348,ads,direct,desktop,android,wifi,28.625372207393493,2,True
2843,590,2024-09-15,24.156728194844064,organic,facebook,mobile,ios,wifi,8.582507499578682,3,True
2844,590,2024-11-04,177.20824498982938,ads,google,desktop,android,4G,30.317137438518095,1,False
2845,590,2024-10-08,63.17486840796413,referral,wallet_app,mobile,ios,5G,25.758202334354767,1,True
2846,590,2024-06-27,178.72838149675064,referral,google,mobile,android,4G,17.41364760090724,5,True
2847,590,2024-03-06,132.54613130295783,referral,direct,mobile,android,4G,22.86154876116146,2,False
2848,591,2024-11-29,94.03185044844349,referral,google,desktop,android,wifi,25.414286517855565,2,False
2849,591,2024-06-05,199.57588335125683,ads,google,desktop,android,4G,44.313636957604615,2,False
2850,591,2024-12-11,77.68964799009672,organic,google,mobile,windows,4G,28.9631430153162,2,False
2851,591,2024-07-21,166.52722617497528,organic,direct,desktop,android,4G,23.73537886385634,1,False
2852,592,2024-12-06,25.252750084151273,partner,google,mobile,ios,4G,46.51608074814755,1,False
2853,593,2025-02-28,187.4680071254019,organic,direct,mobile,android,4G,39.70929505486296,2,False
2854,593,2025-01-01,195.15883925580505,organic,facebook,mobile,android,4G,56.017128447275496,3,False
2855,593,2024-09-20,93.6827172120355,ads,campaign,mobile,android,5G,21.17912912860765,1,False
2856,594,2024-04-05,228.89926607561512,partner,direct,mobile,android,wifi,22.052269580347946,5,True
2857,594,2024-04-01,155.07226640896,organic,facebook,mobile,android,5G,41.31806696443539,3,True
2858,594,2024-09-17,150.58695811903866,ads,facebook,mobile,ios,wifi,24.687443420680104,4,True
2859,594,2025-02-28,108.99780384530453,organic,facebook,mobile,android,wifi,42.22084305334973,3,True
2860,594,2024-10-14,170.8833473794773,organic,direct,desktop,android,4G,36.09364478665715,3,False
2861,594,2024-07-04,202.2204727952853,ads,wallet_app,mobile,android,wifi,16.131818323810997,3,True
2862,594,2024-07-03,99.38676244176011,ads,direct,desktop,ios,wifi,41.165924094248524,4,True
2863,594,2024-06-15,183.88913551863118,ads,facebook,mobile,ios,4G,25.277303248958653,2,True
2864,594,2024-05-22,110.67379619464668,referral,google,mobile,android,4G,41.67853855350659,5,True
2865,595,2025-01-18,167.55672286262674,referral,google,desktop,macos,5G,2.0,1,True
2866,595,2024-08-24,171.5752450960986,organic,google,mobile,android,wifi,39.35751825871615,4,False
2867,595,2024-08-30,227.103497449822,ads,facebook,mobile,android,4G,40.85980014987217,3,False
2868,595,2024-06-22,177.12761023559884,ads,direct,mobile,android,wifi,8.354178080296258,4,False
2869,595,2025-01-19,183.47559006116091,organic,google,desktop,android,5G,14.225953571504888,3,True
2870,596,2024-12-08,184.83520772403932,ads,google,mobile,android,5G,13.445250928679833,3,True
2871,596,2024-07-25,44.066980719559766,organic,google,mobile,android,4G,31.994260757958678,1,False
2872,596,2024-12-29,80.25823167468974,ads,direct,mobile,android,wifi,15.00282763584343,4,False
2873,597,2024-07-06,137.40847439478225,partner,direct,desktop,windows,5G,32.121865401604985,4,True
2874,597,2025-01-25,171.4406374876339,ads,campaign,mobile,ios,wifi,2.0,3,True
2875,597,2024-10-08,106.69088711930092,organic,direct,mobile,android,wifi,36.05873544463482,4,False
2876,597,2024-05-29,59.84087479386595,organic,google,mobile,windows,4G,39.171474505778804,3,False
2877,597,2024-04-13,149.1308131130109,organic,google,tablet,ios,wifi,18.773421712217598,4,False
2878,597,2024-12-09,117.86272088531814,organic,direct,mobile,android,5G,41.56456551251438,5,True
2879,597,2024-07-17,124.82560023052298,ads,direct,mobile,ios,5G,40.6342904487519,2,False
2880,598,2024-12-23,265.1632934834645,ads,facebook,mobile,android,4G,24.78384870692753,3,False
2881,598,2024-03-03,145.89016600032255,organic,campaign,mobile,ios,wifi,9.732195242219554,3,True
2882,598,2024-06-09,149.56678448063724,organic,direct,mobile,android,5G,34.663309179510684,2,False
2883,598,2024-03-03,109.14196859903723,organic,facebook,mobile,ios,5G,62.472354406771935,2,False
2884,598,2024-08-11,250.58522148390364,organic,facebook,mobile,android,5G,36.52672674734728,1,True
2885,598,2024-10-05,168.17046266154773,referral,wallet_app,desktop,android,wifi,18.601576774982174,4,True
2886,598,2024-04-11,261.43959195109136,ads,direct,mobile,ios,4G,49.32983872842817,3,False
2887,598,2024-07-25,129.27854147914593,referral,google,mobile,android,4G,25.809347075487658,4,True
2888,598,2024-08-24,174.88068756408492,organic,direct,mobile,android,5G,54.084781708880385,4,True
2889,598,2024-04-17,34.65424213126016,referral,campaign,mobile,android,wifi,9.476772145534092,3,True
2890,598,2024-09-22,129.91618136619783,partner,campaign,mobile,ios,4G,39.16437661969965,5,False
2891,598,2024-09-30,232.4424989545976,organic,google,mobile,ios,4G,29.995051341119485,4,True
2892,599,2024-08-30,105.55500059322225,ads,google,mobile,android,wifi,8.870151374781518,1,False
2893,599,2025-01-15,36.67194220690746,ads,google,mobile,ios,wifi,49.88434540401484,2,False
2894,599,2025-02-13,208.54012556817867,ads,google,mobile,android,4G,26.895085533284654,3,False
2895,599,2025-01-10,240.07197252909378,organic,campaign,mobile,android,5G,46.99583438055625,1,False
2896,599,2024-06-25,216.46508193840214,ads,google,tablet,ios,4G,33.208312711275305,3,True
2897,599,2024-04-04,165.64758344499805,ads,google,desktop,windows,4G,28.978571954592876,4,True
2898,599,2024-10-09,33.3377345692777,organic,campaign,desktop,android,5G,33.880423314587894,2,True
2899,600,2024-03-12,136.8264021141156,ads,facebook,mobile,android,5G,33.63905842964244,4,False
2900,600,2024-12-05,161.4820610754778,partner,google,mobile,ios,5G,27.482309533176952,4,False
2901,600,2024-11-23,289.92557159100204,organic,direct,mobile,android,4G,27.345092664591075,6,True
2902,600,2024-03-06,104.52568965404544,ads,google,desktop,android,5G,29.251088157558776,5,True
2903,600,2024-03-17,125.08252410999522,ads,google,mobile,android,4G,2.0,3,False
2904,600,2024-08-24,137.11279091710054,referral,wallet_app,mobile,ios,3G,18.80775748610474,2,False
2905,600,2024-07-19,142.6396657097484,organic,google,mobile,ios,4G,7.591635609047387,2,True
2906,600,2024-03-27,92.97101566459318,referral,campaign,desktop,ios,5G,47.53956603223198,3,False
2907,601,2024-12-01,213.5972860086723,ads,direct,mobile,ios,4G,36.53096367823465,3,False
2908,602,2024-06-11,176.4971901540942,organic,google,mobile,android,4G,25.073712108550325,1,True
2909,602,2024-07-04,177.8374276754371,organic,google,mobile,ios,5G,20.743162768203398,1,True
2910,602,2025-01-24,435.2862401076035,ads,google,mobile,android,4G,38.92628885152426,3,True
2911,602,2024-09-23,157.82041572188183,partner,facebook,mobile,android,4G,2.0,5,False
2912,602,2024-05-14,246.0094309251451,ads,direct,tablet,android,4G,6.609624928094917,3,True
2913,602,2024-03-19,93.2041364385516,organic,facebook,mobile,ios,wifi,44.17479586554362,3,False
2914,602,2024-09-12,161.57610727650453,referral,google,mobile,android,4G,48.82735313008682,3,True
2915,602,2024-11-01,224.1304544033017,organic,campaign,mobile,ios,4G,13.457422496198117,2,True
2916,602,2024-09-06,127.62863588782164,organic,google,mobile,android,wifi,20.8296079876357,2,True
2917,602,2024-08-21,177.7088436972541,ads,direct,mobile,ios,5G,21.234658244846777,4,True
2918,602,2024-06-18,124.23239575170471,partner,wallet_app,desktop,android,wifi,18.76501931916373,3,False
2919,602,2024-04-29,191.5092982083081,organic,campaign,desktop,android,4G,30.253681128636522,4,False
2920,602,2024-03-26,266.6969204986918,referral,direct,desktop,ios,5G,37.09863565324973,3,True
2921,602,2025-02-07,145.69075811609537,organic,google,mobile,android,4G,45.999715093989366,3,True
2922,603,2024-12-13,190.27930271965567,ads,direct,mobile,android,4G,44.900418746214704,4,False
2923,603,2025-01-14,157.56854933247203,ads,wallet_app,mobile,ios,4G,30.379856376162632,1,True
2924,603,2024-11-24,32.758262246713244,ads,google,mobile,ios,5G,31.48222870208807,3,False
2925,603,2024-06-23,89.988237165198,ads,google,mobile,windows,4G,27.025321320238064,3,False
2926,603,2025-01-22,129.46452436049495,organic,wallet_app,mobile,ios,4G,58.17056147736351,4,False
2927,604,2025-02-17,341.5555931631792,organic,facebook,desktop,macos,4G,12.5495872104309,1,False
2928,604,2025-01-23,235.80771327472473,ads,direct,mobile,ios,wifi,35.45056459434805,4,True
2929,604,2024-10-13,210.12918125882393,organic,facebook,mobile,ios,4G,17.75755656716188,4,True
2930,604,2024-12-20,176.04425178335683,partner,direct,mobile,ios,4G,43.06384965746537,2,False
2931,604,2024-03-11,235.47026518458478,referral,google,tablet,ios,4G,29.348114638787294,3,False
2932,605,2024-07-06,38.74282847741331,organic,direct,mobile,ios,4G,26.494027143563308,5,False
2933,606,2024-07-19,142.07645511383222,partner,facebook,desktop,windows,4G,34.659570690728955,5,True
2934,606,2024-10-25,100.52288655361454,organic,direct,desktop,windows,4G,23.99110289849536,4,True
2935,606,2024-04-10,89.59732175566371,ads,wallet_app,tablet,android,wifi,50.32931009234764,4,True
2936,606,2024-07-24,175.31925420600024,organic,google,mobile,windows,4G,39.436542893888166,4,True
2937,606,2025-02-25,198.45824376157245,ads,google,mobile,ios,wifi,15.587465754436275,3,False
2938,606,2024-11-12,141.37954869045365,ads,wallet_app,desktop,ios,4G,21.482081680203883,3,True
2939,607,2025-02-19,99.38455223496987,referral,facebook,mobile,ios,wifi,42.13068867613488,3,True
2940,607,2024-07-21,177.34632616736698,ads,campaign,tablet,windows,3G,13.557256592090756,1,True
2941,607,2024-04-11,141.46125112945703,partner,google,mobile,android,4G,53.19055138305069,2,True
2942,607,2024-07-23,189.5484067420402,organic,campaign,mobile,ios,5G,38.15559746954973,2,False
2943,607,2024-05-18,110.70882938985037,partner,google,desktop,windows,4G,30.599486833011333,3,False
2944,607,2024-12-11,180.41781480904945,partner,direct,mobile,android,4G,43.60275712256395,3,False
2945,608,2024-05-06,137.5855642591156,ads,wallet_app,desktop,ios,4G,31.534464858185487,3,False
2946,608,2024-05-08,245.33691398166462,organic,direct,mobile,android,wifi,27.685545766417935,4,False
2947,608,2024-11-16,227.34327363812486,referral,google,mobile,android,4G,29.903768156623798,2,True
2948,608,2024-11-14,246.28380619896325,organic,google,desktop,android,wifi,16.62299686338131,2,True
2949,608,2024-06-25,251.86165758685752,organic,direct,mobile,windows,3G,34.05713563961546,3,False
2950,608,2024-05-22,164.70638159477278,organic,campaign,desktop,android,4G,43.88263327461322,3,True
2951,608,2024-11-10,125.95656031949957,organic,google,mobile,android,wifi,27.388580217713265,3,True
2952,609,2024-12-24,120.87780284220284,organic,google,mobile,android,4G,37.221646659283834,1,False
2953,609,2024-12-15,92.33241326925904,ads,google,mobile,ios,4G,46.288430336141516,4,False
2954,609,2024-10-23,153.01184080130582,referral,direct,mobile,ios,wifi,25.35258386429105,2,True
2955,609,2024-07-25,70.45505064049382,ads,campaign,mobile,windows,wifi,13.402955809042993,2,False
2956,609,2024-11-14,198.24896994710832,organic,campaign,mobile,ios,4G,47.327060350886384,3,True
2957,609,2025-01-29,222.48900776975523,ads,google,mobile,android,wifi,31.863687817339663,2,False
2958,609,2024-07-14,31.804157084414314,ads,campaign,desktop,windows,5G,20.33355887940221,1,False
2959,610,2024-11-15,179.5274661598453,organic,campaign,mobile,android,4G,14.9341059218332,1,False
2960,610,2024-09-02,20.0,organic,google,mobile,ios,4G,24.865554973944874,4,False
2961,610,2024-12-17,125.33006421355468,ads,facebook,mobile,ios,3G,45.511978166412604,1,True
2962,610,2024-12-19,60.21911860433595,ads,google,mobile,ios,5G,14.243349100916188,3,True
2963,610,2024-05-25,147.11524871133958,organic,google,tablet,android,wifi,35.435742231834915,4,True
2964,610,2024-08-12,124.39108140678655,ads,google,desktop,ios,5G,27.441501930868267,3,False
2965,610,2025-01-07,222.28138489811053,partner,google,mobile,android,wifi,31.855583205837387,3,False
2966,610,2024-06-28,167.9834666285671,referral,wallet_app,desktop,android,wifi,37.30903179868424,3,False
2967,610,2024-10-16,20.0,partner,direct,mobile,ios,5G,38.76574734221617,3,True
2968,611,2024-06-14,156.51149412160305,referral,direct,mobile,android,5G,12.326604306710891,4,False
2969,611,2024-12-15,125.91643592226839,organic,facebook,mobile,windows,4G,28.222766781293373,5,False
2970,611,2024-11-28,202.9669315666685,referral,direct,mobile,android,4G,33.09218823513018,3,True
2971,611,2024-06-19,140.60476203409814,ads,google,mobile,android,wifi,35.16830462440987,4,True
2972,611,2024-09-07,262.98974247687636,ads,campaign,mobile,android,5G,24.263240092083848,5,True
2973,611,2025-02-07,212.7251200325119,partner,direct,mobile,ios,4G,22.88074218328137,3,True
2974,611,2024-05-11,86.436109108677,ads,wallet_app,mobile,android,5G,26.766609799011754,2,True
2975,612,2024-04-26,118.70275503183558,ads,direct,mobile,android,4G,25.26468457736314,3,True
2976,612,2025-02-16,132.82088026874396,organic,google,desktop,android,wifi,43.65557656395184,2,True
2977,612,2024-09-05,145.25349784797194,referral,facebook,mobile,android,4G,37.094034847548436,3,True
2978,612,2024-09-02,53.269679810244924,ads,direct,mobile,ios,4G,32.230919939271224,5,False
2979,612,2024-12-25,177.03727631676196,organic,facebook,mobile,ios,4G,42.35597211989559,2,False
2980,612,2025-01-04,96.05838951200275,organic,google,desktop,ios,wifi,23.768640482716663,2,False
2981,612,2025-01-30,57.59775850907735,organic,direct,desktop,android,wifi,22.439345377153206,2,True
2982,612,2024-03-02,160.13867773208523,organic,google,mobile,ios,4G,24.816528144414324,5,False
2983,612,2025-02-04,51.94448474831569,organic,facebook,desktop,windows,3G,20.587892133850804,4,False
2984,613,2024-10-10,85.81415004606808,ads,wallet_app,mobile,android,4G,35.187933492943976,3,False
2985,613,2024-10-17,227.72112425939488,referral,google,desktop,ios,5G,37.41883021018177,1,True
2986,613,2025-02-05,39.685419133868564,referral,google,mobile,ios,5G,28.126738130711683,3,True
2987,613,2024-10-05,200.73857641302098,organic,google,mobile,android,5G,14.082808850910169,2,False
2988,614,2024-07-30,191.28709960076492,organic,direct,mobile,android,4G,22.6917574131974,3,False
2989,614,2024-10-26,230.8453681754284,ads,facebook,tablet,android,wifi,24.390409844774034,4,True
2990,614,2024-09-15,157.5666098211246,ads,wallet_app,mobile,windows,5G,24.334098090352533,5,False
2991,614,2024-12-08,181.67035686600047,organic,direct,tablet,ios,3G,21.851334226508534,2,False
2992,614,2024-06-29,188.26531275738344,organic,google,desktop,ios,wifi,22.095129421884373,2,False
2993,614,2024-11-17,76.24611502007542,referral,campaign,mobile,ios,5G,18.389319782846513,2,True
2994,615,2024-12-08,146.77301389540312,referral,campaign,desktop,android,wifi,35.06256579516668,4,False
2995,615,2024-05-08,177.93357804953803,ads,campaign,mobile,windows,3G,24.87686407245367,3,True
2996,615,2024-08-04,165.74966185627764,organic,facebook,mobile,ios,5G,13.040052105953077,3,True
2997,616,2024-10-25,196.94913977077795,ads,google,mobile,android,wifi,22.510628538984516,3,True
2998,616,2024-04-07,179.71107233994803,referral,direct,mobile,ios,4G,24.91026017297823,1,True
2999,617,2024-11-06,20.0,organic,google,desktop,ios,wifi,35.123987835573864,2,True
3000,617,2024-03-27,132.71560732593255,organic,direct,desktop,android,wifi,28.634437892380017,4,False
3001,617,2024-11-17,59.624211925188405,organic,direct,mobile,ios,3G,31.385189222949574,1,False
3002,617,2024-12-11,136.60008322833184,organic,campaign,mobile,android,5G,2.0,2,False
3003,617,2025-01-05,91.37822436941687,referral,wallet_app,desktop,android,5G,34.749248141087115,4,False
3004,618,2024-10-13,146.32910682533029,partner,google,mobile,android,5G,21.323781222266046,3,True
3005,618,2024-05-12,170.0061065740606,ads,direct,desktop,ios,4G,35.66043595638543,2,True
3006,618,2024-12-28,133.65401414487283,ads,facebook,mobile,ios,5G,26.38480873260636,5,True
3007,618,2024-04-02,178.67579664304537,organic,direct,mobile,ios,4G,20.033386951779303,3,True
3008,618,2024-04-10,189.29757056941673,ads,facebook,tablet,ios,4G,49.62950495343174,2,True
3009,619,2024-07-04,161.7460248732045,partner,facebook,desktop,ios,4G,11.038738859427934,2,True
3010,619,2024-05-06,213.55704915611702,ads,google,mobile,ios,4G,39.794187321040354,2,False
3011,619,2025-02-19,187.26018530754013,ads,wallet_app,desktop,ios,wifi,35.288352136106155,1,True
3012,619,2024-08-28,124.16274403102904,partner,direct,desktop,android,4G,11.600760759119161,2,True
3013,619,2024-12-03,74.47766213166085,referral,google,desktop,android,4G,37.358919418142406,5,True
3014,619,2024-07-19,186.75343335942884,organic,google,mobile,android,wifi,30.145077329119285,3,True
3015,619,2024-06-15,158.09810528308452,ads,facebook,mobile,android,5G,26.31445074318738,1,True
3016,619,2025-02-07,163.34454517481146,organic,google,mobile,ios,5G,41.91194398342448,3,True
3017,619,2024-09-18,243.35499180419842,organic,campaign,mobile,android,wifi,26.24916699287347,2,True
3018,620,2024-08-07,80.9598874247914,ads,direct,mobile,android,5G,22.951007213764797,3,True
3019,620,2024-09-04,169.99604133355558,ads,facebook,mobile,android,wifi,45.25469544665052,6,False
3020,620,2024-05-14,82.13604568972289,organic,google,mobile,ios,5G,19.15413302576304,2,False
3021,620,2024-06-18,84.74425902947883,referral,facebook,desktop,ios,wifi,16.934914936057876,3,False
